"","user","neighbor"
"258",10085,26684
"259",10085,28184
"260",10085,31832
"261",10117,30218
"262",10117,36076
"263",10117,12253
"264",10117,17844
"265",10117,36759
"266",10117,29513
"267",10117,13407
"268",10117,23001
"269",10117,34948
"270",10117,40904
"271",10117,13129
"272",10117,17500
"273",10117,21317
"274",10117,24214
"275",10117,34632
"276",10117,35615
"277",10117,30717
"278",10117,25892
"279",10117,40160
"280",10117,34563
"281",10127,26604
"282",10127,11644
"283",10127,31680
"284",10127,13950
"285",10127,25775
"286",10127,24922
"287",10127,11558
"288",10127,27728
"289",10127,23857
"290",10127,39759
"291",10127,32692
"292",10127,19309
"293",10127,17295
"294",10127,29070
"295",10127,41729
"296",10127,26643
"297",10127,20264
"298",10127,37159
"299",10127,23152
"300",10127,31866
"301",10132,10454
"302",10132,33862
"303",10132,30425
"304",10132,29405
"305",10132,15625
"306",10132,18706
"307",10132,29715
"308",10132,29118
"309",10132,19538
"310",10132,25438
"311",10132,18567
"312",10132,21615
"313",10132,37512
"314",10132,29121
"315",10132,11044
"316",10132,25788
"317",10132,11544
"318",10132,11766
"319",10132,34489
"320",10132,24089
"321",10133,34509
"322",10133,14334
"323",10133,27425
"324",10133,35907
"325",10133,27791
"326",10133,12679
"327",10133,13066
"328",10133,14460
"329",10133,14884
"330",10133,22287
"331",10133,27661
"332",10133,30186
"333",10133,30192
"334",10133,30431
"335",10133,32140
"336",10133,37877
"337",10133,15512
"338",10133,13338
"339",10133,23962
"340",10133,36506
"341",10134,36795
"342",10134,17174
"343",10134,22674
"344",10134,41277
"345",10134,14306
"346",10134,36619
"347",10134,13257
"348",10134,13492
"349",10134,15149
"350",10134,16191
"351",10134,10680
"352",10134,19252
"353",10134,26182
"354",10134,33009
"355",10134,34628
"356",10134,25253
"357",10134,24353
"358",10134,37478
"359",10134,15993
"360",10134,22113
"361",10141,39989
"362",10141,38155
"363",10141,39874
"364",10141,28923
"365",10141,34995
"366",10141,28954
"367",10141,28021
"368",10141,36286
"369",10141,14654
"370",10141,12596
"371",10141,36296
"372",10141,23630
"373",10141,36145
"374",10141,39469
"375",10141,31523
"376",10141,18926
"377",10141,25270
"378",10141,25344
"379",10141,34770
"380",10141,20190
"381",10147,40531
"382",10147,11870
"383",10147,16384
"384",10147,33342
"385",10147,16907
"386",10147,23036
"387",10147,38215
"388",10147,31894
"389",10147,39469
"390",10147,26356
"391",10147,13546
"392",10147,17285
"393",10147,12431
"394",10147,26990
"395",10147,26995
"396",10147,11254
"397",10147,39924
"398",10147,39970
"399",10147,13992
"400",10147,21264
"401",10152,11992
"402",10152,40731
"403",10152,39937
"404",10152,41704
"405",10152,11090
"406",10152,36546
"407",10152,10686
"408",10152,15111
"409",10152,31984
"410",10152,24872
"411",10152,40693
"412",10152,30104
"413",10152,15110
"414",10152,17294
"415",10152,19553
"416",10152,26068
"417",10152,18336
"418",10152,19078
"419",10152,20226
"420",10152,36338
"421",10156,18538
"422",10156,25253
"423",10156,23610
"424",10156,33282
"425",10156,17192
"426",10156,30082
"427",10156,24726
"428",10156,36429
"429",10156,32068
"430",10156,39512
"431",10156,41027
"432",10156,15663
"433",10156,16012
"434",10156,22042
"435",10156,31941
"436",10156,26374
"437",10156,26519
"438",10156,34679
"439",10156,10459
"440",10156,15599
"441",10162,10070
"442",10162,12343
"443",10162,19202
"444",10162,26880
"445",10162,32947
"446",10162,10218
"447",10162,12602
"448",10162,22206
"449",10162,20768
"450",10162,33420
"451",10162,13015
"452",10162,31490
"453",10162,24001
"454",10162,22161
"455",10162,10564
"456",10162,24221
"457",10162,36074
"458",10162,36860
"459",10162,15004
"460",10162,27602
"461",10166,29091
"462",10166,42692
"463",10166,39801
"464",10166,17907
"465",10166,29362
"466",10166,39335
"467",10166,25865
"468",10166,10375
"469",10166,39491
"470",10166,28286
"471",10166,38390
"472",10166,39484
"473",10166,30711
"474",10166,35738
"475",10166,29824
"476",10166,27168
"477",10166,18427
"478",10166,23042
"479",10166,17642
"480",10166,23760
"481",10185,16038
"482",10185,20385
"483",10185,20520
"484",10185,22136
"485",10185,30445
"486",10185,10742
"487",10185,30782
"488",10185,31875
"489",10185,38599
"490",10185,41670
"491",10185,13995
"492",10185,23378
"493",10185,10893
"494",10185,25547
"495",10185,27725
"496",10185,24842
"497",10185,28940
"498",10185,11793
"499",10185,31993
"500",10185,25284
"501",10186,10070
"502",10186,18067
"503",10186,40554
"504",10186,34489
"505",10186,19538
"506",10186,25200
"507",10186,31262
"508",10186,10573
"509",10186,38327
"510",10186,37134
"511",10186,32596
"512",10186,24145
"513",10186,37152
"514",10186,29290
"515",10186,15151
"516",10186,26317
"517",10186,29405
"518",10186,15730
"519",10186,21615
"520",10186,23380
"521",10190,30130
"522",10190,40952
"523",10190,23001
"524",10190,13129
"525",10190,20433
"526",10190,11652
"527",10190,29863
"528",10190,36338
"529",10190,34816
"530",10190,26968
"531",10190,19199
"532",10190,22807
"533",10190,18973
"534",10190,24995
"535",10190,31583
"536",10190,36372
"537",10190,36765
"538",10190,36954
"539",10190,36995
"540",10190,38167
"541",10196,31101
"542",10196,31993
"543",10196,20615
"544",10196,16465
"545",10196,20180
"546",10196,10653
"547",10196,11107
"548",10196,17298
"549",10196,20586
"550",10196,27646
"551",10196,28259
"552",10196,32164
"553",10196,28189
"554",10196,14634
"555",10196,12518
"556",10196,10272
"557",10196,10861
"558",10196,33046
"559",10196,11780
"560",10196,16816
"561",10197,11975
"562",10197,28051
"563",10197,28056
"564",10197,14243
"565",10197,25468
"566",10197,32470
"567",10197,42093
"568",10197,22714
"569",10197,11235
"570",10197,10218
"571",10197,14418
"572",10197,13990
"573",10197,15860
"574",10197,18618
"575",10197,23877
"576",10197,25905
"577",10197,28946
"578",10197,29502
"579",10197,11430
"580",10197,15169
"581",10198,29361
"582",10198,21711
"583",10198,37264
"584",10198,41390
"585",10198,41829
"586",10198,12253
"587",10198,32768
"588",10198,11008
"589",10198,22182
"590",10198,35646
"591",10198,41320
"592",10198,11128
"593",10198,12784
"594",10198,37382
"595",10198,40054
"596",10198,40469
"597",10198,41019
"598",10198,13445
"599",10198,32996
"600",10198,14017
"601",10205,36996
"602",10205,29050
"603",10205,25438
"604",10205,36066
"605",10205,10842
"606",10205,28697
"607",10205,34853
"608",10205,37487
"609",10205,31895
"610",10205,23877
"611",10205,30234
"612",10205,40127
"613",10205,39115
"614",10205,24374
"615",10205,26161
"616",10205,27472
"617",10205,28189
"618",10205,36049
"619",10205,40294
"620",10205,42171
"621",10208,24293
"622",10208,35552
"623",10208,17664
"624",10208,20897
"625",10208,37611
"626",10208,39827
"627",10208,19580
"628",10208,33615
"629",10208,32997
"630",10208,32520
"631",10208,35352
"632",10208,21272
"633",10208,34574
"634",10208,14744
"635",10208,10702
"636",10208,32128
"637",10208,33046
"638",10208,24879
"639",10208,36284
"640",10208,37342
"641",10216,22741
"642",10216,19498
"643",10216,36293
"644",10216,21947
"645",10216,23001
"646",10216,41609
"647",10216,10479
"648",10216,32868
"649",10216,27831
"650",10216,23545
"651",10216,26326
"652",10216,27365
"653",10216,34985
"654",10216,37986
"655",10216,12253
"656",10216,14600
"657",10216,16167
"658",10216,18732
"659",10216,27121
"660",10216,12784
"661",10218,10162
"662",10218,11975
"663",10218,26880
"664",10218,15557
"665",10218,31490
"666",10218,40703
"667",10218,18706
"668",10218,36033
"669",10218,25981
"670",10218,32596
"671",10218,37718
"672",10218,26126
"673",10218,30641
"674",10218,39763
"675",10218,42093
"676",10218,29271
"677",10218,22161
"678",10218,27602
"679",10218,19489
"680",10218,23877
"681",10219,25241
"682",10219,39701
"683",10219,39491
"684",10219,40085
"685",10219,40839
"686",10219,30642
"687",10219,12863
"688",10219,27350
"689",10219,32729
"690",10219,42642
"691",10219,18427
"692",10219,26990
"693",10219,10572
"694",10219,36208
"695",10219,25993
"696",10219,28923
"697",10219,42437
"698",10219,12787
"699",10219,17066
"700",10219,19549
"701",10224,10031
"702",10224,13216
"703",10224,37058
"704",10224,41065
"705",10224,21005
"706",10224,12539
"707",10224,18941
"708",10224,33542
"709",10224,27082
"710",10224,34770
"711",10224,37771
"712",10224,28318
"713",10224,36445
"714",10224,24258
"715",10224,28491
"716",10224,26049
"717",10224,29739
"718",10224,12596
"719",10224,32033
"720",10224,37157
"721",10241,10019
"722",10241,10208
"723",10241,35352
"724",10241,33016
"725",10241,41240
"726",10241,35991
"727",10241,36165
"728",10241,33046
"729",10241,37167
"730",10241,22293
"731",10241,37342
"732",10241,12811
"733",10241,13180
"734",10241,38237
"735",10241,30242
"736",10241,39763
"737",10241,39662
"738",10241,42093
"739",10241,38431
"740",10241,24943
"741",10244,36338
"742",10244,10686
"743",10244,23001
"744",10244,34948
"745",10244,41609
"746",10244,19078
"747",10244,28191
"748",10244,29816
"749",10244,17518
"750",10244,14226
"751",10244,26184
"752",10244,28902
"753",10244,32423
"754",10244,35840
"755",10244,27121
"756",10244,34726
"757",10244,37750
"758",10244,13156
"759",10244,14600
"760",10244,14759
"761",10252,11601
"762",10252,29965
"763",10252,29683
"764",10252,41737
"765",10252,11705
"766",10252,18071
"767",10252,24738
"768",10252,26860
"769",10252,27129
"770",10252,34093
"771",10252,34161
"772",10252,36991
"773",10252,37674
"774",10252,38659
"775",10252,24362
"776",10252,25767
"777",10252,32532
"778",10252,13512
"779",10252,28465
"780",10252,39337
"781",10269,32037
"782",10269,15153
"783",10269,13205
"784",10269,29397
"785",10269,37952
"786",10269,23435
"787",10269,40216
"788",10269,10462
"789",10269,39924
"790",10269,37372
"791",10269,11254
"792",10269,33124
"793",10269,14299
"794",10269,21224
"795",10269,22751
"796",10269,19315
"797",10269,24353
"798",10269,29683
"799",10269,20460
"800",10269,28465
"801",10272,10196
"802",10272,27646
"803",10272,28259
"804",10272,25239
"805",10272,29915
"806",10272,33046
"807",10272,31993
"808",10272,11780
"809",10272,20615
"810",10272,37751
"811",10272,16465
"812",10272,20180
"813",10272,24742
"814",10272,25367
"815",10272,30242
"816",10272,34593
"817",10272,30865
"818",10272,24369
"819",10272,30076
"820",10272,27838
"821",10281,26111
"822",10281,33941
"823",10281,13338
"824",10281,38337
"825",10281,40150
"826",10281,40154
"827",10281,18336
"828",10281,33917
"829",10281,19285
"830",10281,22656
"831",10281,22671
"832",10281,24895
"833",10281,27370
"834",10281,27774
"835",10281,35921
"836",10281,36981
"837",10281,15727
"838",10281,15834
"839",10281,18552
"840",10281,19803
"841",10284,27647
"842",10284,11784
"843",10284,13156
"844",10284,14017
"845",10284,18304
"846",10284,18633
"847",10284,19861
"848",10284,23228
"849",10284,24527
"850",10284,25745
"851",10284,26537
"852",10284,26706
"853",10284,28573
"854",10284,32462
"855",10284,33936
"856",10284,34523
"857",10284,36829
"858",10284,38307
"859",10284,40047
"860",10284,40050
"861",10286,26182
"862",10286,29462
"863",10286,24874
"864",10286,33849
"865",10286,36443
"866",10286,40792
"867",10286,20035
"868",10286,15153
"869",10286,28319
"870",10286,39154
"871",10286,13071
"872",10286,27931
"873",10286,40753
"874",10286,25001
"875",10286,14321
"876",10286,22187
"877",10286,21264
"878",10286,25271
"879",10286,36323
"880",10286,39970
"881",10290,16338
"882",10290,31141
"883",10290,39713
"884",10290,36610
"885",10290,38888
"886",10290,33370
"887",10290,36052
"888",10290,41241
"889",10290,33908
"890",10290,31765
"891",10290,41366
"892",10290,31354
"893",10290,28418
"894",10290,33884
"895",10290,17079
"896",10290,19592
"897",10290,40830
"898",10290,35153
"899",10290,35449
"900",10290,28330
"901",10301,10036
"902",10301,20792
"903",10301,38236
"904",10301,41555
"905",10301,11376
"906",10301,27210
"907",10301,29941
"908",10301,40879
"909",10301,38571
"910",10301,23663
"911",10301,20101
"912",10301,29319
"913",10301,12404
"914",10301,13426
"915",10301,15227
"916",10301,19130
"917",10301,19839
"918",10301,22182
"919",10301,23409
"920",10301,26932
"921",10303,14897
"922",10303,25355
"923",10303,11947
"924",10303,19921
"925",10303,20247
"926",10303,26815
"927",10303,40705
"928",10303,19698
"929",10303,27709
"930",10303,32520
"931",10303,33757
"932",10303,10793
"933",10303,17914
"934",10303,18842
"935",10303,16239
"936",10303,21317
"937",10303,24214
"938",10303,11780
"939",10303,29382
"940",10303,30280
"941",10306,12679
"942",10306,30192
"943",10306,37877
"944",10306,17797
"945",10306,13338
"946",10306,20453
"947",10306,31284
"948",10306,13355
"949",10306,14334
"950",10306,14968
"951",10306,19285
"952",10306,22656
"953",10306,22671
"954",10306,24895
"955",10306,27425
"956",10306,27887
"957",10306,35907
"958",10306,13265
"959",10306,26941
"960",10306,30014
"961",10309,37833
"962",10309,30641
"963",10309,22873
"964",10309,28426
"965",10309,17422
"966",10309,30927
"967",10309,29956
"968",10309,12059
"969",10309,30452
"970",10309,24279
"971",10309,40775
"972",10309,40433
"973",10309,18308
"974",10309,32167
"975",10309,32470
"976",10309,25525
"977",10309,13176
"978",10309,26266
"979",10309,16192
"980",10309,20596
"981",10319,40216
"982",10319,10381
"983",10319,30447
"984",10319,28030
"985",10319,17466
"986",10319,23251
"987",10319,38330
"988",10319,13257
"989",10319,39362
"990",10319,21224
"991",10319,17223
"992",10319,27308
"993",10319,28465
"994",10319,31830
"995",10319,32647
"996",10319,13813
"997",10319,24119
"998",10319,35970
"999",10319,12431
"1000",10319,16574
"1001",10321,14974
"1002",10321,17128
"1003",10321,22505
"1004",10321,16192
"1005",10321,15270
"1006",10321,26266
"1007",10321,38597
"1008",10321,21232
"1009",10321,25751
"1010",10321,18919
"1011",10321,30467
"1012",10321,31051
"1013",10321,23977
"1014",10321,13427
"1015",10321,37833
"1016",10321,28172
"1017",10321,32428
"1018",10321,38196
"1019",10321,11967
"1020",10321,16239
"1021",10327,14298
"1022",10327,23853
"1023",10327,18913
"1024",10327,26546
"1025",10327,28274
"1026",10327,28775
"1027",10327,32652
"1028",10327,37757
"1029",10327,38909
"1030",10327,40968
"1031",10327,34591
"1032",10327,38337
"1033",10327,39458
"1034",10327,11022
"1035",10327,26278
"1036",10327,31449
"1037",10327,33768
"1038",10327,35216
"1039",10327,35514
"1040",10327,32768
"1041",10335,13042
"1042",10335,24722
"1043",10335,17907
"1044",10335,36753
"1045",10335,31151
"1046",10335,11753
"1047",10335,33203
"1048",10335,40201
"1049",10335,35738
"1050",10335,31736
"1051",10335,32400
"1052",10335,34716
"1053",10335,25314
"1054",10335,34847
"1055",10335,23964
"1056",10335,26312
"1057",10335,32593
"1058",10335,22577
"1059",10335,26888
"1060",10335,41133
"1061",10341,28514
"1062",10341,37342
"1063",10341,36284
"1064",10341,27605
"1065",10341,39712
"1066",10341,41994
"1067",10341,30726
"1068",10341,20972
"1069",10341,38028
"1070",10341,11947
"1071",10341,18730
"1072",10341,26420
"1073",10341,38597
"1074",10341,26881
"1075",10341,28529
"1076",10341,13949
"1077",10341,20795
"1078",10341,27205
"1079",10341,32016
"1080",10341,37087
"1081",10348,10021
"1082",10348,39429
"1083",10348,39544
"1084",10348,14197
"1085",10348,22128
"1086",10348,18950
"1087",10348,12143
"1088",10348,32343
"1089",10348,20321
"1090",10348,25922
"1091",10348,29920
"1092",10348,38020
"1093",10348,34844
"1094",10348,26312
"1095",10348,30028
"1096",10348,35955
"1097",10348,23608
"1098",10348,40179
"1099",10348,36749
"1100",10348,29768
"1101",10362,11256
"1102",10362,28575
"1103",10362,14883
"1104",10362,13949
"1105",10362,34529
"1106",10362,14703
"1107",10362,17592
"1108",10362,36049
"1109",10362,26518
"1110",10362,37816
"1111",10362,32114
"1112",10362,39801
"1113",10362,41007
"1114",10362,15094
"1115",10362,19819
"1116",10362,25865
"1117",10362,36419
"1118",10362,42501
"1119",10362,38276
"1120",10362,19126
"1121",10365,10152
"1122",10365,19487
"1123",10365,29661
"1124",10365,32392
"1125",10365,40693
"1126",10365,15256
"1127",10365,11090
"1128",10365,12802
"1129",10365,38639
"1130",10365,33471
"1131",10365,15870
"1132",10365,39152
"1133",10365,17975
"1134",10365,26245
"1135",10365,31952
"1136",10365,40808
"1137",10365,28012
"1138",10365,15735
"1139",10365,35505
"1140",10365,13184
"1141",10375,10219
"1142",10375,38390
"1143",10375,13451
"1144",10375,39168
"1145",10375,39491
"1146",10375,17601
"1147",10375,31703
"1148",10375,27168
"1149",10375,10865
"1150",10375,13512
"1151",10375,15197
"1152",10375,17907
"1153",10375,21378
"1154",10375,27129
"1155",10375,37674
"1156",10375,39335
"1157",10375,17752
"1158",10375,18483
"1159",10375,25241
"1160",10375,32532
"1161",10381,10319
"1162",10381,32647
"1163",10381,40728
"1164",10381,30447
"1165",10381,31496
"1166",10381,13257
"1167",10381,31094
"1168",10381,31945
"1169",10381,34628
"1170",10381,20902
"1171",10381,38330
"1172",10381,40216
"1173",10381,17466
"1174",10381,28124
"1175",10381,34254
"1176",10381,14937
"1177",10381,11367
"1178",10381,24353
"1179",10381,36232
"1180",10381,26591
"1181",10387,14897
"1182",10387,39989
"1183",10387,30729
"1184",10387,37058
"1185",10387,39874
"1186",10387,19355
"1187",10387,20354
"1188",10387,25670
"1189",10387,33991
"1190",10387,34692
"1191",10387,37238
"1192",10387,37800
"1193",10387,41007
"1194",10387,20079
"1195",10387,24653
"1196",10387,30523
"1197",10387,33300
"1198",10387,34573
"1199",10387,12787
"1200",10387,17066
"1201",10389,10133
"1202",10389,36506
"1203",10389,37120
"1204",10389,20520
"1205",10389,11297
"1206",10389,13077
"1207",10389,14334
"1208",10389,22136
"1209",10389,23311
"1210",10389,27425
"1211",10389,32817
"1212",10389,34328
"1213",10389,35907
"1214",10389,19818
"1215",10389,20453
"1216",10389,24490
"1217",10389,27159
"1218",10389,32128
"1219",10389,39137
"1220",10389,11555
"1221",10408,37377
"1222",10408,20773
"1223",10408,23962
"1224",10408,38851
"1225",10408,40154
"1226",10408,15603
"1227",10408,26941
"1228",10408,30776
"1229",10408,30014
"1230",10408,30624
"1231",10408,10922
"1232",10408,12115
"1233",10408,12483
"1234",10408,14334
"1235",10408,17045
"1236",10408,19149
"1237",10408,19285
"1238",10408,20632
"1239",10408,20880
"1240",10408,22656
"1241",10409,18308
"1242",10409,29956
"1243",10409,21472
"1244",10409,16727
"1245",10409,37134
"1246",10409,24907
"1247",10409,26604
"1248",10409,30626
"1249",10409,24089
"1250",10409,28056
"1251",10409,31490
"1252",10409,38812
"1253",10409,22816
"1254",10409,25788
"1255",10409,16927
"1256",10409,19538
"1257",10409,29070
"1258",10409,29118
"1259",10409,15247
"1260",10409,20768
"1261",10414,13156
"1262",10414,19861
"1263",10414,24824
"1264",10414,24841
"1265",10414,33148
"1266",10414,32908
"1267",10414,17613
"1268",10414,30642
"1269",10414,10686
"1270",10414,15674
"1271",10414,30248
"1272",10414,16011
"1273",10414,19952
"1274",10414,37361
"1275",10414,32729
"1276",10414,22241
"1277",10414,17581
"1278",10414,20773
"1279",10414,38851
"1280",10414,20543
"1281",10433,36713
"1282",10433,15419
"1283",10433,20510
"1284",10433,11209
"1285",10433,37887
"1286",10433,16244
"1287",10433,42646
"1288",10433,12313
"1289",10433,23853
"1290",10433,34576
"1291",10433,23454
"1292",10433,25949
"1293",10433,39981
"1294",10433,16056
"1295",10433,17148
"1296",10433,28174
"1297",10433,40024
"1298",10433,11107
"1299",10433,17298
"1300",10433,20586
"1301",10434,14970
"1302",10434,31703
"1303",10434,16377
"1304",10434,37674
"1305",10434,32532
"1306",10434,34161
"1307",10434,36991
"1308",10434,28512
"1309",10434,29756
"1310",10434,41905
"1311",10434,17079
"1312",10434,17835
"1313",10434,19592
"1314",10434,18071
"1315",10434,32114
"1316",10434,28049
"1317",10434,36989
"1318",10434,16469
"1319",10434,28954
"1320",10434,14204
"1321",10446,41994
"1322",10446,20261
"1323",10446,42373
"1324",10446,27641
"1325",10446,12308
"1326",10446,32170
"1327",10446,37611
"1328",10446,30863
"1329",10446,11181
"1330",10446,20565
"1331",10446,41277
"1332",10446,18424
"1333",10446,21208
"1334",10446,33845
"1335",10446,19199
"1336",10446,20661
"1337",10446,27646
"1338",10446,28259
"1339",10446,29502
"1340",10446,32520
"1341",10452,10414
"1342",10452,37361
"1343",10452,16916
"1344",10452,13849
"1345",10452,13381
"1346",10452,30776
"1347",10452,32908
"1348",10452,19600
"1349",10452,38887
"1350",10452,27964
"1351",10452,39398
"1352",10452,12787
"1353",10452,17066
"1354",10452,17148
"1355",10452,28174
"1356",10452,35160
"1357",10452,39542
"1358",10452,40024
"1359",10452,11220
"1360",10452,14017
"1361",10454,10132
"1362",10454,29118
"1363",10454,40433
"1364",10454,18715
"1365",10454,24198
"1366",10454,36860
"1367",10454,30425
"1368",10454,29743
"1369",10454,30270
"1370",10454,11044
"1371",10454,29219
"1372",10454,18706
"1373",10454,29715
"1374",10454,27827
"1375",10454,25438
"1376",10454,19538
"1377",10454,36066
"1378",10454,11521
"1379",10454,22300
"1380",10454,27524
"1381",10457,41643
"1382",10457,27586
"1383",10457,18352
"1384",10457,17726
"1385",10457,23657
"1386",10457,24680
"1387",10457,35549
"1388",10457,13990
"1389",10457,11429
"1390",10457,15169
"1391",10457,22033
"1392",10457,23877
"1393",10457,33951
"1394",10457,23044
"1395",10457,28451
"1396",10457,31358
"1397",10457,33643
"1398",10457,26639
"1399",10457,22811
"1400",10457,19438
"1401",10459,18538
"1402",10459,28418
"1403",10459,40349
"1404",10459,23299
"1405",10459,31948
"1406",10459,19190
"1407",10459,25253
"1408",10459,39512
"1409",10459,12477
"1410",10459,31605
"1411",10459,38888
"1412",10459,36610
"1413",10459,25874
"1414",10459,19220
"1415",10459,27223
"1416",10459,29486
"1417",10459,19126
"1418",10459,24322
"1419",10459,12204
"1420",10459,40882
"1421",10462,10269
"1422",10462,15153
"1423",10462,42692
"1424",10462,24353
"1425",10462,29683
"1426",10462,36749
"1427",10462,12053
"1428",10462,13205
"1429",10462,29452
"1430",10462,28771
"1431",10462,38073
"1432",10462,31526
"1433",10462,36517
"1434",10462,20460
"1435",10462,40681
"1436",10462,22128
"1437",10462,33341
"1438",10462,22975
"1439",10462,36323
"1440",10462,39945
"1441",10466,12477
"1442",10466,32343
"1443",10466,42537
"1444",10466,12831
"1445",10466,38538
"1446",10466,21167
"1447",10466,26287
"1448",10466,20615
"1449",10466,32769
"1450",10466,37301
"1451",10466,22869
"1452",10466,38020
"1453",10466,26312
"1454",10466,13043
"1455",10466,11107
"1456",10466,11159
"1457",10466,14686
"1458",10466,16152
"1459",10466,17298
"1460",10466,20586
"1461",10471,24966
"1462",10471,18283
"1463",10471,13990
"1464",10471,11467
"1465",10471,11074
"1466",10471,18577
"1467",10471,37700
"1468",10471,41108
"1469",10471,28426
"1470",10471,19251
"1471",10471,37156
"1472",10471,31462
"1473",10471,39066
"1474",10471,25800
"1475",10471,35347
"1476",10471,40713
"1477",10471,28056
"1478",10471,38214
"1479",10471,37129
"1480",10471,36032
"1481",10473,19355
"1482",10473,25670
"1483",10473,34692
"1484",10473,37238
"1485",10473,41007
"1486",10473,12787
"1487",10473,17066
"1488",10473,20079
"1489",10473,25631
"1490",10473,33300
"1491",10473,35615
"1492",10473,17226
"1493",10473,26201
"1494",10473,23440
"1495",10473,36286
"1496",10473,18134
"1497",10473,22241
