"","user","neighbor_20_threshold_0.1"
"717",1233,36881
"718",1233,16462
"719",1233,20570
"720",1233,36731
"721",1283,160
"722",1283,62898
"723",1283,62869
"724",1283,16708
"725",1283,57270
"726",1283,53014
"727",1283,68728
"728",1283,68946
"729",1283,54626
"730",1283,51166
"731",1283,37151
"732",1283,41910
"733",1283,70816
"734",1283,61958
"735",1283,64274
"736",1283,3361
"737",1283,37073
"738",1283,9968
"739",1283,67525
"740",1283,59642
"741",1404,57240
"742",1404,37502
"743",1404,33818
"744",1404,39901
"745",1404,51578
"746",1404,14385
"747",1404,53293
"748",1404,53521
"749",1404,38776
"750",1404,49575
"751",1404,44602
"752",1404,66617
"753",1404,65218
"754",1404,22587
"755",1404,43409
"756",1404,41438
"757",1404,67108
"758",1404,71253
"759",1404,13837
"760",1404,46173
"761",1569,33983
"762",1569,29222
"763",1569,16800
"764",1569,14160
"765",1569,46305
"766",1569,14350
"767",1569,38567
"768",1569,14952
"769",1569,15976
"770",1569,15881
"771",1569,3592
"772",1569,39313
"773",1569,19302
"774",1569,29795
"775",1569,17751
"776",1569,5326
"777",1569,10779
"778",1569,40818
"779",1569,49526
"780",1569,6795
"781",1602,17751
"782",1602,29317
"783",1602,14350
"784",1602,15113
"785",1602,45006
"786",1602,35743
"787",1602,34193
"788",1602,45634
"789",1602,38340
"790",1602,14187
"791",1602,31473
"792",1602,16800
"793",1602,48224
"794",1602,17707
"795",1602,36883
"796",1602,18736
"797",1602,32888
"798",1602,16819
"799",1602,39542
"800",1602,18108
"801",1624,26833
"802",1624,37899
"803",1624,43537
"804",1624,42309
"805",1624,34183
"806",1624,20552
"807",1624,48106
"808",1624,32949
"809",1624,27856
"810",1624,30381
"811",1624,21601
"812",1624,23508
"813",1624,24433
"814",1624,20466
"815",1624,8061
"816",1624,32362
"817",1624,35743
"818",1624,43378
"819",1624,26155
"820",1624,23303
"821",1740,5538
"822",1740,5430
"823",1740,10238
"824",1740,3826
"825",1740,6302
"826",1740,5326
"827",1740,5727
"828",1740,9058
"829",1740,7512
"830",1740,6167
"831",1740,7090
"832",1740,10242
"833",1740,17751
"834",1740,4594
"835",1740,11278
"836",1740,11691
"837",1740,15113
"838",1740,14350
"839",1740,4336
"840",1740,11727
"841",1797,791
"842",1797,62837
"843",1797,49442
"844",1797,14053
"845",1797,49661
"846",1797,48253
"847",1797,49868
"848",1797,50931
"849",1797,24015
"850",1797,30368
"851",1797,46090
"852",1797,28656
"853",1797,25927
"854",1797,20903
"855",1797,25912
"856",1797,38977
"857",1797,57186
"858",1797,35085
"859",1797,18839
"860",1797,48186
"861",1812,25994
"862",1812,28950
"863",1812,31964
"864",1812,29212
"865",1812,3549
"866",1812,33172
"867",1812,33909
"868",1812,25807
"869",1812,32556
"870",1812,19264
"871",1812,44240
"872",1812,33849
"873",1812,17447
"874",1812,15652
"875",1812,10912
"876",1812,17305
"877",1812,17132
"878",1812,34481
"879",1812,34905
"880",1812,17948
"881",1885,30585
"882",1885,19945
"883",1885,33505
"884",1885,33172
"885",1885,41332
"886",1885,22022
"887",1885,43849
"888",1885,28575
"889",1885,49653
"890",1885,21879
"891",1885,12410
"892",1885,38166
"893",1885,10884
"894",1885,16644
"895",1885,15652
"896",1885,17132
"897",1885,24790
"898",1885,17116
"899",1885,16025
"900",1885,43280
"901",1918,20034
"902",1918,29450
"903",1918,16800
"904",1918,26084
"905",1918,21042
"906",1918,46415
"907",1918,21733
"908",1918,36883
"909",1918,33019
"910",1918,27781
"911",1918,18108
"912",1918,16762
"913",1918,12091
"914",1918,45941
"915",1918,4806
"916",1918,16587
"917",1918,38340
"918",1918,13772
"919",1918,18736
"920",1918,15113
"921",1935,41910
"922",1935,23846
"923",1935,59973
"924",1935,46918
"925",1935,59188
"926",1935,68634
"927",1935,9535
"928",1935,6164
"929",1935,6795
"930",1935,72883
"931",1935,34032
"932",1935,17688
"933",1935,34697
"934",1935,71449
"935",1935,59040
"936",1935,54231
"937",1935,40043
"938",1935,57270
"939",1935,8581
"940",1935,57145
"941",1965,36883
"942",1965,41207
"943",1965,29369
"944",1965,32633
"945",1965,43773
"946",1965,44212
"947",1965,30314
"948",1965,18736
"949",1965,31473
"950",1965,38567
"951",1965,34333
"952",1965,42988
"953",1965,27781
"954",1965,32888
"955",1965,37817
"956",1965,37626
"957",1965,45033
"958",1965,49549
"959",1965,16378
"960",1965,16819
"961",2004,46931
"962",2004,45609
"963",2004,33965
"964",2004,22892
"965",2004,26839
"966",2004,24843
"967",2004,9871
"968",2004,29770
"969",2004,45045
"970",2004,38943
"971",2004,15640
"972",2004,48063
"973",2004,30461
"974",2004,49905
"975",2004,19773
"976",2004,19754
"977",2004,22558
"978",2004,49549
"979",2004,20158
"980",2004,30101
"981",2067,67438
"982",2067,59665
"983",2067,20680
"984",2067,72875
"985",2067,26140
"986",2067,46835
"987",2067,69060
"988",2067,64967
"989",2067,62391
"990",2067,59804
"991",2067,50655
"992",2067,30520
"993",2067,70058
"994",2067,16804
"995",2067,24022
"996",2067,73113
"997",2067,32483
"998",2067,57943
"999",2067,8064
"1000",2067,57609
"1001",2073,57064
"1002",2073,73034
"1003",2073,49214
"1004",2073,31799
"1005",2073,45000
"1006",2073,36596
"1007",2073,51965
"1008",2073,69890
"1009",2073,72606
"1010",2073,71939
"1011",2073,56476
"1012",2073,18555
"1013",2073,73692
"1014",2073,50684
"1015",2073,61477
"1016",2073,29715
"1017",2073,47087
"1018",2073,50404
"1019",2073,13005
"1020",2073,37610
"1021",2109,67335
"1022",2109,53052
"1023",2109,63204
"1024",2109,58080
"1025",2109,13753
"1026",2109,51237
"1027",2109,65361
"1028",2109,41698
"1029",2109,31707
"1030",2109,68491
"1031",2109,10482
"1032",2109,52426
"1033",2109,44111
"1034",2109,62020
"1035",2109,26704
"1036",2109,49575
"1037",2109,50249
"1038",2109,60711
"1039",2109,53723
"1040",2109,61347
"1041",2110,68728
"1042",2110,49197
"1043",2110,62898
"1044",2110,47853
"1045",2110,54655
"1046",2110,70009
"1047",2110,68936
"1048",2110,70788
"1049",2110,39040
"1050",2110,9376
"1051",2110,69233
"1052",2110,35914
"1053",2110,35119
"1054",2110,7566
"1055",2110,55928
"1056",2110,10884
"1057",2110,55443
"1058",2110,61208
"1059",2110,72116
"1060",2110,42073
"1061",2138,60711
"1062",2138,44018
"1063",2138,73166
"1064",2138,37699
"1065",2138,21824
"1066",2138,45557
"1067",2138,45678
"1068",2138,29609
"1069",2138,37610
"1070",2138,37000
"1071",2138,14225
"1072",2138,52224
"1073",2138,54236
"1074",2138,30351
"1075",2138,62299
"1076",2138,14744
"1077",2138,68491
"1078",2138,35062
"1079",2138,55823
"1080",2138,54181
"1081",2147,25821
"1082",2147,26626
"1083",2147,31255
"1084",2147,24061
"1085",2147,15743
"1086",2147,17017
"1087",2147,34497
"1088",2147,20422
"1089",2147,32573
"1090",2147,26084
"1091",2147,18374
"1092",2147,22225
"1093",2147,31809
"1094",2147,3332
"1095",2147,30591
"1096",2147,23272
"1097",2147,29290
"1098",2147,45006
"1099",2147,33099
"1100",2147,16761
"1101",2184,48224
"1102",2184,45187
"1103",2184,49309
"1104",2184,38972
"1105",2184,39542
"1106",2184,28377
"1107",2184,28230
"1108",2184,18876
"1109",2184,32348
"1110",2184,18374
"1111",2184,15284
"1112",2184,45033
"1113",2184,30860
"1114",2184,13976
"1115",2184,23361
"1116",2184,21978
"1117",2184,48464
"1118",2184,32888
"1119",2184,30314
"1120",2184,34165
"1121",2198,25938
"1122",2198,55829
"1123",2198,7887
"1124",2198,25536
"1125",2198,45006
"1126",2198,23846
"1127",2198,47207
"1128",2198,19348
"1129",2198,34193
"1130",2198,41179
"1131",2198,47727
"1132",2198,47016
"1133",2198,22838
"1134",2198,49214
"1135",2198,38136
"1136",2198,45634
"1137",2198,44571
"1138",2198,13731
"1139",2198,37683
"1140",2198,48559
"1141",2220,11305
"1142",2220,14160
"1143",2220,17707
"1144",2220,15329
"1145",2220,15224
"1146",2220,14350
"1147",2220,41115
"1148",2220,16800
"1149",2220,29970
"1150",2220,21627
"1151",2220,40956
"1152",2220,48170
"1153",2220,28230
"1154",2220,10874
"1155",2220,17465
"1156",2220,11914
"1157",2220,7985
"1158",2220,22603
"1159",2220,34333
"1160",2220,31473
"1161",2259,36954
"1162",2259,49496
"1163",2259,42026
"1164",2259,37699
"1165",2259,15329
"1166",2259,24433
"1167",2259,48559
"1168",2259,33408
"1169",2259,46305
"1170",2259,40818
"1171",2259,17751
"1172",2259,27972
"1173",2259,56184
"1174",2259,39280
"1175",2259,46018
"1176",2259,38311
"1177",2259,19728
"1178",2259,31761
"1179",2259,12921
"1180",2259,38972
"1181",2280,31473
"1182",2280,34671
"1183",2280,44212
"1184",2280,36883
"1185",2280,16800
"1186",2280,34526
"1187",2280,27791
"1188",2280,42080
"1189",2280,22558
"1190",2280,48760
"1191",2280,25391
"1192",2280,25867
"1193",2280,37626
"1194",2280,17949
"1195",2280,41355
"1196",2280,19773
"1197",2280,41202
"1198",2280,27781
"1199",2280,45964
"1200",2280,17465
"1201",2352,2259
"1202",2352,33408
"1203",2352,73056
"1204",2352,48799
"1205",2352,71881
"1206",2352,7437
"1207",2352,19728
"1208",2352,59789
"1209",2352,57895
"1210",2352,32534
"1211",2352,38776
"1212",2352,43201
"1213",2352,34166
"1214",2352,45609
"1215",2352,6877
"1216",2352,48553
"1217",2352,49336
"1218",2352,31810
"1219",2352,27137
"1220",2352,11030
"1221",2448,36470
"1222",2448,38340
"1223",2448,25524
"1224",2448,42080
"1225",2448,35743
"1226",2448,34193
"1227",2448,44261
"1228",2448,33172
"1229",2448,41202
"1230",2448,35771
"1231",2448,43004
"1232",2448,49068
"1233",2448,19773
"1234",2448,32348
"1235",2448,16800
"1236",2448,20463
"1237",2448,32428
"1238",2448,38009
"1239",2448,32888
"1240",2448,21084
"1241",2487,48731
"1242",2487,21081
"1243",2487,21601
"1244",2487,42309
"1245",2487,16981
"1246",2487,46659
"1247",2487,41388
"1248",2487,27954
"1249",2487,7703
"1250",2487,16092
"1251",2487,14055
"1252",2487,12364
"1253",2487,32577
"1254",2487,22809
"1255",2487,3592
"1256",2487,32773
"1257",2487,9083
"1258",2487,11364
"1259",2487,48161
"1260",2487,44554
"1261",2488,749
"1262",2488,791
"1263",2488,42806
"1264",2488,17012
"1265",2488,33555
"1266",2488,49661
"1267",2488,46240
"1268",2488,35466
"1269",2488,36267
"1270",2488,35511
"1271",2488,22809
"1272",2488,10264
"1273",2488,17465
"1274",2488,45634
"1275",2488,31761
"1276",2488,41251
"1277",2488,28920
"1278",2488,32313
"1279",2488,33618
"1280",2488,30606
"1281",2573,25480
"1282",2573,20395
"1283",2573,22195
"1284",2573,12690
"1285",2573,42309
"1286",2573,30646
"1287",2573,49549
"1288",2573,31761
"1289",2573,30381
"1290",2573,48464
"1291",2573,40607
"1292",2573,44022
"1293",2573,42844
"1294",2573,18614
"1295",2573,43849
"1296",2573,23650
"1297",2573,46185
"1298",2573,38009
"1299",2573,36370
"1300",2573,42026
"1301",2619,16800
"1302",2619,51517
"1303",2619,21042
"1304",2619,35743
"1305",2619,15961
"1306",2619,30921
"1307",2619,45431
"1308",2619,44089
"1309",2619,36883
"1310",2619,31473
"1311",2619,42988
"1312",2619,31666
"1313",2619,16384
"1314",2619,19536
"1315",2619,16145
"1316",2619,15743
"1317",2619,28230
"1318",2619,45006
"1319",2619,38379
"1320",2619,48224
"1321",2654,48224
"1322",2654,29369
"1323",2654,38340
"1324",2654,27972
"1325",2654,21042
"1326",2654,29091
"1327",2654,49307
"1328",2654,35743
"1329",2654,42988
"1330",2654,37817
"1331",2654,28377
"1332",2654,38520
"1333",2654,45033
"1334",2654,31590
"1335",2654,22374
"1336",2654,38464
"1337",2654,19536
"1338",2654,45964
"1339",2654,36883
"1340",2654,31473
"1341",2662,22768
"1342",2662,12690
"1343",2662,25935
"1344",2662,20694
"1345",2662,26839
"1346",2662,26759
"1347",2662,49549
"1348",2662,18491
"1349",2662,19718
"1350",2662,21978
"1351",2662,18623
"1352",2662,17547
"1353",2662,13455
"1354",2662,29409
"1355",2662,36140
"1356",2662,38972
"1357",2662,26048
"1358",2662,17335
"1359",2662,20135
"1360",2662,35745
"1361",2754,8599
"1362",2754,9728
"1363",2754,6302
"1364",2754,4772
"1365",2754,6167
"1366",2754,5538
"1367",2754,7090
"1368",2754,4336
"1369",2754,11727
"1370",2754,17707
"1371",2754,4920
"1372",2754,7512
"1373",2754,8743
"1374",2754,27781
"1375",2754,6315
"1376",2754,10238
"1377",2754,21733
"1378",2754,23021
"1379",2754,9058
"1380",2754,8042
"1381",2756,42245
"1382",2756,30330
"1383",2756,36954
"1384",2756,38916
"1385",2756,58838
"1386",2756,44533
"1387",2756,61428
"1388",2756,54240
"1389",2756,61831
"1390",2756,46240
"1391",2756,29734
"1392",2756,12921
"1393",2756,51614
"1394",2756,24433
"1395",2756,50977
"1396",2756,36326
"1397",2756,38220
"1398",2756,4125
"1399",2756,7764
"1400",2756,36140
"1401",2989,22195
"1402",2989,29409
"1403",2989,21733
"1404",2989,49411
"1405",2989,20733
"1406",2989,18693
"1407",2989,17751
"1408",2989,16800
"1409",2989,32577
"1410",2989,37899
"1411",2989,16378
"1412",2989,17397
"1413",2989,45941
"1414",2989,16377
"1415",2989,46240
"1416",2989,10884
"1417",2989,19773
"1418",2989,23980
"1419",2989,42579
"1420",2989,41262
"1421",3026,17333
"1422",3026,31809
"1423",3026,35574
"1424",3026,21597
"1425",3026,20104
"1426",3026,47086
"1427",3026,22225
"1428",3026,47384
"1429",3026,17017
"1430",3026,21733
"1431",3026,33186
"1432",3026,24690
"1433",3026,23889
"1434",3026,10496
"1435",3026,31944
"1436",3026,13172
"1437",3026,11992
"1438",3026,13549
"1439",3026,22195
"1440",3026,33929
"1441",3052,28293
"1442",3052,25476
"1443",3052,29770
"1444",3052,12822
"1445",3052,38311
"1446",3052,11364
"1447",3052,30646
"1448",3052,24463
"1449",3052,32073
"1450",3052,30913
"1451",3052,25782
"1452",3052,21453
"1453",3052,21681
"1454",3052,20135
"1455",3052,17663
"1456",3052,22323
"1457",3052,22838
"1458",3052,32453
"1459",3052,48107
"1460",3052,46305
"1461",3087,38493
"1462",3087,74109
"1463",3087,7898
"1464",3087,23846
"1465",3087,56206
"1466",3087,30351
"1467",3087,59326
"1468",3087,60711
"1469",3087,58900
"1470",3087,49398
"1471",3087,58357
"1472",3087,44090
"1473",3087,68922
"1474",3087,26491
"1475",3087,50884
"1476",3087,68524
"1477",3087,60922
"1478",3087,54202
"1479",3087,51595
"1480",3087,70475
"1481",3106,49068
"1482",3106,26038
"1483",3106,16409
"1484",3106,35743
"1485",3106,8064
"1486",3106,35779
"1487",3106,22862
"1488",3106,31983
"1489",3106,21255
"1490",3106,24880
"1491",3106,33047
"1492",3106,16587
"1493",3106,13982
"1494",3106,25713
"1495",3106,24615
"1496",3106,19348
"1497",3106,20680
"1498",3106,9322
"1499",3106,29715
"1500",3106,38918
"1501",3180,36470
"1502",3180,27778
"1503",3180,22487
"1504",3180,27781
"1505",3180,16393
"1506",3180,19773
"1507",3180,38690
"1508",3180,18736
"1509",3180,38972
"1510",3180,25536
"1511",3180,31473
"1512",3180,46305
"1513",3180,21978
"1514",3180,48126
"1515",3180,32050
"1516",3180,38379
"1517",3180,42309
"1518",3180,43709
"1519",3180,35352
"1520",3180,20034
"1521",3219,6167
"1522",3219,4336
"1523",3219,14378
"1524",3219,7090
"1525",3219,6825
"1526",3219,10257
"1527",3219,7201
"1528",3219,7830
"1529",3219,5326
"1530",3219,4920
"1531",3219,4643
"1532",3219,14350
"1533",3219,6692
"1534",3219,17452
"1535",3219,13785
"1536",3219,4903
"1537",3219,6340
"1538",3219,4802
"1539",3219,6871
"1540",3219,8618
"1541",3232,71809
"1542",3232,44718
"1543",3232,22587
"1544",3232,30768
"1545",3232,16826
"1546",3232,38225
"1547",3232,46558
"1548",3232,52324
"1549",3232,46090
"1550",3232,66878
"1551",3232,45665
"1552",3232,11926
