"","user","neighbor_20_threshold_0.1"
"717",1233,68936
"718",1233,40900
"719",1233,15329
"720",1233,45533
"721",1283,160
"722",1283,62898
"723",1283,62869
"724",1283,16708
"725",1283,53014
"726",1283,72394
"727",1283,68946
"728",1283,55587
"729",1283,49691
"730",1283,64274
"731",1283,51166
"732",1283,67526
"733",1283,73007
"734",1283,11963
"735",1283,57270
"736",1283,61958
"737",1283,54626
"738",1283,41910
"739",1283,18684
"740",1283,54231
"741",1404,39901
"742",1404,57240
"743",1404,37502
"744",1404,14385
"745",1404,53293
"746",1404,53521
"747",1404,13837
"748",1404,33818
"749",1404,51578
"750",1404,9030
"751",1404,44602
"752",1404,38776
"753",1404,43409
"754",1404,54181
"755",1404,64895
"756",1404,49575
"757",1404,52544
"758",1404,27137
"759",1404,67072
"760",1404,52280
"761",1569,33983
"762",1569,29222
"763",1569,14160
"764",1569,14952
"765",1569,3592
"766",1569,9776
"767",1569,13785
"768",1569,49526
"769",1569,19302
"770",1569,39313
"771",1569,29795
"772",1569,15976
"773",1569,22022
"774",1569,27554
"775",1569,22093
"776",1569,40818
"777",1569,38567
"778",1569,10779
"779",1569,13589
"780",1569,36611
"781",1602,17751
"782",1602,29317
"783",1602,18374
"784",1602,19536
"785",1602,35743
"786",1602,23263
"787",1602,45006
"788",1602,14350
"789",1602,13335
"790",1602,38340
"791",1602,15113
"792",1602,16384
"793",1602,22195
"794",1602,14187
"795",1602,12091
"796",1602,36470
"797",1602,21978
"798",1602,42988
"799",1602,18108
"800",1602,14197
"801",1624,37899
"802",1624,26833
"803",1624,21601
"804",1624,17447
"805",1624,32101
"806",1624,24433
"807",1624,25997
"808",1624,30850
"809",1624,8988
"810",1624,46240
"811",1624,27856
"812",1624,20552
"813",1624,26155
"814",1624,43537
"815",1624,8061
"816",1624,32362
"817",1624,30646
"818",1624,39343
"819",1624,22768
"820",1624,31170
"821",1740,979
"822",1740,5538
"823",1740,3826
"824",1740,5430
"825",1740,5727
"826",1740,6302
"827",1740,10242
"828",1740,9058
"829",1740,15113
"830",1740,8131
"831",1740,12421
"832",1740,17751
"833",1740,7512
"834",1740,4594
"835",1740,11727
"836",1740,14505
"837",1740,10257
"838",1740,5797
"839",1740,6122
"840",1740,33172
"841",1797,791
"842",1797,49868
"843",1797,48253
"844",1797,14053
"845",1797,49661
"846",1797,62837
"847",1797,50931
"848",1797,24015
"849",1797,48186
"850",1797,31488
"851",1797,42474
"852",1797,34224
"853",1797,30368
"854",1797,20903
"855",1797,49442
"856",1797,43465
"857",1797,25912
"858",1797,49050
"859",1797,25927
"860",1797,35085
"861",1812,3549
"862",1812,15652
"863",1812,10912
"864",1812,32556
"865",1812,25994
"866",1812,20961
"867",1812,36129
"868",1812,23272
"869",1812,11465
"870",1812,48821
"871",1812,17948
"872",1812,34422
"873",1812,41546
"874",1812,20572
"875",1812,33929
"876",1812,45771
"877",1812,8401
"878",1812,32216
"879",1812,29771
"880",1812,13177
"881",1885,30585
"882",1885,38166
"883",1885,33505
"884",1885,15652
"885",1885,19945
"886",1885,10884
"887",1885,41332
"888",1885,17397
"889",1885,12410
"890",1885,21879
"891",1885,24790
"892",1885,43849
"893",1885,8785
"894",1885,17587
"895",1885,22225
"896",1885,36841
"897",1885,17948
"898",1885,26613
"899",1885,30381
"900",1885,19538
"901",1918,13772
"902",1918,11861
"903",1918,21733
"904",1918,25737
"905",1918,4806
"906",1918,36129
"907",1918,16762
"908",1918,18736
"909",1918,26084
"910",1918,20235
"911",1918,30078
"912",1918,14393
"913",1918,45006
"914",1918,38690
"915",1918,17017
"916",1918,33267
"917",1918,29290
"918",1918,15743
"919",1918,16159
"920",1918,8743
"921",1935,661
"922",1935,41910
"923",1935,23846
"924",1935,54231
"925",1935,59973
"926",1935,72883
"927",1935,9535
"928",1935,70659
"929",1935,68634
"930",1935,59188
"931",1935,43446
"932",1935,73060
"933",1935,34032
"934",1935,46918
"935",1935,13526
"936",1935,17688
"937",1935,66284
"938",1935,63405
"939",1935,65521
"940",1935,57270
"941",1965,36883
"942",1965,29369
"943",1965,41207
"944",1965,31473
"945",1965,15845
"946",1965,18736
"947",1965,44212
"948",1965,41657
"949",1965,49549
"950",1965,30314
"951",1965,16800
"952",1965,42988
"953",1965,15961
"954",1965,27781
"955",1965,20034
"956",1965,32633
"957",1965,23263
"958",1965,12410
"959",1965,37817
"960",1965,46305
"961",2004,46931
"962",2004,45609
"963",2004,33965
"964",2004,41953
"965",2004,22892
"966",2004,30461
"967",2004,21601
"968",2004,19754
"969",2004,54534
"970",2004,26839
"971",2004,46296
"972",2004,22558
"973",2004,22724
"974",2004,49905
"975",2004,30953
"976",2004,55587
"977",2004,28342
"978",2004,17591
"979",2004,43849
"980",2004,28884
"981",2067,46835
"982",2067,59665
"983",2067,16804
"984",2067,26140
"985",2067,20680
"986",2067,50655
"987",2067,67438
"988",2067,70267
"989",2067,19514
"990",2067,7678
"991",2067,74082
"992",2067,57895
"993",2067,50074
"994",2067,72875
"995",2067,22724
"996",2067,24022
"997",2067,8064
"998",2067,73113
"999",2067,64967
"1000",2067,46276
"1001",2073,57064
"1002",2073,73034
"1003",2073,51965
"1004",2073,31799
"1005",2073,34319
"1006",2073,59665
"1007",2073,45000
"1008",2073,9097
"1009",2073,69890
"1010",2073,18555
"1011",2073,36838
"1012",2073,49214
"1013",2073,67231
"1014",2073,56476
"1015",2073,71939
"1016",2073,36596
"1017",2073,30330
"1018",2073,50404
"1019",2073,61477
"1020",2073,37610
"1021",2109,1
"1022",2109,67335
"1023",2109,13753
"1024",2109,26704
"1025",2109,58080
"1026",2109,51237
"1027",2109,53052
"1028",2109,65361
"1029",2109,64173
"1030",2109,64895
"1031",2109,63204
"1032",2109,9030
"1033",2109,18093
"1034",2109,71734
"1035",2109,52908
"1036",2109,10482
"1037",2109,41698
"1038",2109,53723
"1039",2109,31707
"1040",2109,44111
"1041",2110,68728
"1042",2110,70788
"1043",2110,62898
"1044",2110,49197
"1045",2110,63405
"1046",2110,70373
"1047",2110,12163
"1048",2110,24044
"1049",2110,68936
"1050",2110,70009
"1051",2110,49336
"1052",2110,7566
"1053",2110,72116
"1054",2110,45678
"1055",2110,13731
"1056",2110,53717
"1057",2110,29734
"1058",2110,42073
"1059",2110,73348
"1060",2110,35914
"1061",2138,60711
"1062",2138,44018
"1063",2138,14538
"1064",2138,73166
"1065",2138,54181
"1066",2138,13526
"1067",2138,21824
"1068",2138,30351
"1069",2138,45678
"1070",2138,54236
"1071",2138,14225
"1072",2138,37610
"1073",2138,37699
"1074",2138,29609
"1075",2138,55823
"1076",2138,37000
"1077",2138,68491
"1078",2138,43785
"1079",2138,71382
"1080",2138,45557
"1081",2147,25821
"1082",2147,31255
"1083",2147,29290
"1084",2147,18374
"1085",2147,34012
"1086",2147,17017
"1087",2147,22225
"1088",2147,26084
"1089",2147,26626
"1090",2147,29409
"1091",2147,19021
"1092",2147,24061
"1093",2147,15743
"1094",2147,32573
"1095",2147,43861
"1096",2147,23272
"1097",2147,20422
"1098",2147,21879
"1099",2147,18786
"1100",2147,30591
"1101",2184,48224
"1102",2184,13976
"1103",2184,18374
"1104",2184,45187
"1105",2184,49309
"1106",2184,17465
"1107",2184,40818
"1108",2184,11283
"1109",2184,20572
"1110",2184,23361
"1111",2184,14068
"1112",2184,48464
"1113",2184,32348
"1114",2184,26839
"1115",2184,15189
"1116",2184,22890
"1117",2184,34165
"1118",2184,12410
"1119",2184,22558
"1120",2184,18108
"1121",2198,55829
"1122",2198,31025
"1123",2198,47016
"1124",2198,47727
"1125",2198,23846
"1126",2198,13731
"1127",2198,19348
"1128",2198,7887
"1129",2198,41179
"1130",2198,60601
"1131",2198,56280
"1132",2198,25938
"1133",2198,22838
"1134",2198,48559
"1135",2198,47207
"1136",2198,37492
"1137",2198,4125
"1138",2198,50490
"1139",2198,73692
"1140",2198,71392
"1141",2220,29970
"1142",2220,11305
"1143",2220,35996
"1144",2220,15566
"1145",2220,14160
"1146",2220,11374
"1147",2220,48170
"1148",2220,15329
"1149",2220,17719
"1150",2220,16303
"1151",2220,17707
"1152",2220,16752
"1153",2220,7985
"1154",2220,17465
"1155",2220,27554
"1156",2220,8756
"1157",2220,40956
"1158",2220,26486
"1159",2220,21627
"1160",2220,19316
"1161",2259,49496
"1162",2259,33408
"1163",2259,46835
"1164",2259,41438
"1165",2259,36954
"1166",2259,51203
"1167",2259,48559
"1168",2259,34376
"1169",2259,37699
"1170",2259,58005
"1171",2259,45332
"1172",2259,29734
"1173",2259,37172
"1174",2259,51957
"1175",2259,61428
"1176",2259,64515
"1177",2259,57738
"1178",2259,19728
"1179",2259,2352
"1180",2259,21824
"1181",2280,36883
"1182",2280,16800
"1183",2280,22558
"1184",2280,42080
"1185",2280,12410
"1186",2280,48760
"1187",2280,17465
"1188",2280,28293
"1189",2280,23263
"1190",2280,48464
"1191",2280,34671
"1192",2280,41202
"1193",2280,31473
"1194",2280,17949
"1195",2280,27791
"1196",2280,33826
"1197",2280,36470
"1198",2280,15640
"1199",2280,17547
"1200",2280,2619
"1201",2352,2259
"1202",2352,33408
"1203",2352,27137
"1204",2352,71881
"1205",2352,73056
"1206",2352,32534
"1207",2352,61047
"1208",2352,70926
"1209",2352,7437
"1210",2352,11030
"1211",2352,57895
"1212",2352,48799
"1213",2352,48553
"1214",2352,16439
"1215",2352,43409
"1216",2352,19728
"1217",2352,31500
"1218",2352,36593
"1219",2352,56923
"1220",2352,7895
"1221",2448,35743
"1222",2448,38009
"1223",2448,25524
"1224",2448,34193
"1225",2448,15113
"1226",2448,38340
"1227",2448,49068
"1228",2448,36470
"1229",2448,38129
"1230",2448,19773
"1231",2448,28160
"1232",2448,20463
"1233",2448,27538
"1234",2448,43004
"1235",2448,33365
"1236",2448,32150
"1237",2448,46898
"1238",2448,16482
"1239",2448,43465
"1240",2448,34841
"1241",2487,21081
"1242",2487,7703
"1243",2487,21601
"1244",2487,19538
"1245",2487,8988
"1246",2487,30850
"1247",2487,46659
"1248",2487,12364
"1249",2487,3592
"1250",2487,19264
"1251",2487,48161
"1252",2487,22809
"1253",2487,21581
"1254",2487,49653
"1255",2487,15411
"1256",2487,27747
"1257",2487,49526
"1258",2487,32577
"1259",2487,11364
"1260",2487,27954
"1261",2488,749
"1262",2488,791
"1263",2488,33555
"1264",2488,42806
"1265",2488,46240
"1266",2488,17012
"1267",2488,36267
"1268",2488,35511
"1269",2488,10264
"1270",2488,15566
"1271",2488,43148
"1272",2488,46977
"1273",2488,28920
"1274",2488,49526
"1275",2488,44022
"1276",2488,32471
"1277",2488,21084
"1278",2488,14053
"1279",2488,11364
"1280",2488,42309
"1281",2573,46185
"1282",2573,22195
"1283",2573,30381
"1284",2573,12690
"1285",2573,33365
"1286",2573,15460
"1287",2573,15455
"1288",2573,20034
"1289",2573,48464
"1290",2573,15473
"1291",2573,23980
"1292",2573,24349
"1293",2573,24433
"1294",2573,43849
"1295",2573,31761
"1296",2573,19590
"1297",2573,31917
"1298",2573,30984
"1299",2573,25480
"1300",2573,36429
"1301",2619,15961
"1302",2619,51517
"1303",2619,31473
"1304",2619,35743
"1305",2619,21042
"1306",2619,42988
"1307",2619,48224
"1308",2619,30921
"1309",2619,31666
"1310",2619,45006
"1311",2619,18374
"1312",2619,38379
"1313",2619,36883
"1314",2619,17949
"1315",2619,44089
"1316",2619,15743
"1317",2619,18736
"1318",2619,32874
"1319",2619,21733
"1320",2619,19536
"1321",2654,48224
"1322",2654,29369
"1323",2654,49307
"1324",2654,38340
"1325",2654,21042
"1326",2654,42988
"1327",2654,35743
"1328",2654,30456
"1329",2654,37626
"1330",2654,58633
"1331",2654,42080
"1332",2654,38464
"1333",2654,17949
"1334",2654,12410
"1335",2654,19536
"1336",2654,31170
"1337",2654,17465
"1338",2654,27972
"1339",2654,31473
"1340",2654,35745
"1341",2662,22768
"1342",2662,17547
"1343",2662,12690
"1344",2662,18491
"1345",2662,24790
"1346",2662,26839
"1347",2662,12688
"1348",2662,35745
"1349",2662,19945
"1350",2662,20694
"1351",2662,23263
"1352",2662,37817
"1353",2662,13455
"1354",2662,23153
"1355",2662,15473
"1356",2662,38972
"1357",2662,9380
"1358",2662,26759
"1359",2662,18915
"1360",2662,16815
"1361",2754,9728
"1362",2754,8599
"1363",2754,6167
"1364",2754,4772
"1365",2754,21733
"1366",2754,11727
"1367",2754,4594
"1368",2754,8743
"1369",2754,4920
"1370",2754,4336
"1371",2754,25480
"1372",2754,7090
"1373",2754,17199
"1374",2754,4348
"1375",2754,14350
"1376",2754,6315
"1377",2754,7512
"1378",2754,5538
"1379",2754,3219
"1380",2754,27781
"1381",2756,61831
"1382",2756,50977
"1383",2756,36954
"1384",2756,58838
"1385",2756,38916
"1386",2756,51614
"1387",2756,61428
"1388",2756,42245
"1389",2756,44533
"1390",2756,48747
"1391",2756,29734
"1392",2756,36326
"1393",2756,7764
"1394",2756,61118
"1395",2756,67072
"1396",2756,63700
"1397",2756,56983
"1398",2756,33408
"1399",2756,64515
"1400",2756,66738
"1401",2989,15743
"1402",2989,24433
"1403",2989,41262
"1404",2989,17397
"1405",2989,21733
"1406",2989,23980
"1407",2989,32527
"1408",2989,15845
"1409",2989,22212
"1410",2989,45941
"1411",2989,41775
"1412",2989,18693
"1413",2989,10884
"1414",2989,35743
"1415",2989,22195
"1416",2989,27781
"1417",2989,21074
"1418",2989,37899
"1419",2989,45006
"1420",2989,20733
"1421",3026,47384
"1422",3026,17333
"1423",3026,35574
"1424",3026,31809
"1425",3026,20104
"1426",3026,47086
"1427",3026,21597
"1428",3026,24114
"1429",3026,22225
"1430",3026,21733
"1431",3026,36984
"1432",3026,16377
"1433",3026,48731
"1434",3026,18039
"1435",3026,11992
"1436",3026,13172
"1437",3026,33505
"1438",3026,32907
"1439",3026,36885
"1440",3026,43861
"1441",3052,11364
"1442",3052,25476
"1443",3052,38311
"1444",3052,24463
"1445",3052,30646
"1446",3052,22558
"1447",3052,45602
"1448",3052,46931
"1449",3052,25782
"1450",3052,22768
"1451",3052,45155
"1452",3052,48107
"1453",3052,21544
"1454",3052,49888
"1455",3052,46305
"1456",3052,12822
"1457",3052,15329
"1458",3052,30913
"1459",3052,7431
"1460",3052,33826
"1461",3087,661
"1462",3087,38493
"1463",3087,7898
"1464",3087,30351
"1465",3087,74109
"1466",3087,23846
"1467",3087,13361
"1468",3087,59326
"1469",3087,69550
"1470",3087,70657
"1471",3087,51595
"1472",3087,60711
"1473",3087,34880
"1474",3087,57650
"1475",3087,31782
"1476",3087,14538
"1477",3087,74127
"1478",3087,58357
"1479",3087,68922
"1480",3087,50884
"1481",3106,2756
"1482",3106,49068
"1483",3106,29715
"1484",3106,26038
"1485",3106,7678
"1486",3106,21255
"1487",3106,8064
"1488",3106,24433
"1489",3106,20142
"1490",3106,20680
"1491",3106,35801
"1492",3106,18955
"1493",3106,15411
"1494",3106,24615
"1495",3106,16409
"1496",3106,46835
"1497",3106,30078
"1498",3106,5859
"1499",3106,58633
"1500",3106,54145
"1501",3180,19773
"1502",3180,18374
"1503",3180,18736
"1504",3180,22838
"1505",3180,36470
"1506",3180,48126
"1507",3180,46305
"1508",3180,20034
"1509",3180,25536
"1510",3180,21978
"1511",3180,27778
"1512",3180,13335
"1513",3180,19590
"1514",3180,27781
"1515",3180,15473
"1516",3180,45634
"1517",3180,13832
"1518",3180,27972
"1519",3180,15609
"1520",3180,16393
"1521",3219,10257
"1522",3219,6167
"1523",3219,4336
"1524",3219,7830
"1525",3219,7090
"1526",3219,4643
"1527",3219,8618
"1528",3219,4920
"1529",3219,4903
"1530",3219,14378
"1531",3219,6692
"1532",3219,13785
"1533",3219,7528
"1534",3219,9038
"1535",3219,6880
"1536",3219,6630
"1537",3219,6825
"1538",3219,8743
"1539",3219,15652
"1540",3219,17452
"1541",3232,71809
"1542",3232,31252
"1543",3232,46558
"1544",3232,58043
"1545",3232,52894
"1546",3232,67530
"1547",3232,22587
"1548",3232,67884
"1549",3232,66878
"1550",3232,52324
"1551",3232,66099
"1552",3232,40531
"1553",3232,58198
